user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
534,25.0,0,4,3,2,2,1,2,1,0,0,2,0,0,0,0,0,7,13,0,0,0,0,0,0,40935.71428571428,0.0,1.0,0.0,0.0,0.0,0,0,0.25,0.0,0.7142857142857143,0.0,1
535,28.0,0,3,2,0,0,0,0,0,0,0,1,1,3,7,9,0,6,7,9,6,9,17,2,0,27175.0,13760.714285714286,0.75,0.25,0.0,0.0,0,0,0.10714285714285714,0.14285714285714285,0.6071428571428571,0.10714285714285714,3
536,23.0,1,2,3,0,0,0,2,1,0,0,5,1,2,5,3,1,6,5,3,2,7,8,0,0,31471.428571428572,9464.285714285714,0.8571428571428571,0.14285714285714285,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.6071428571428571,0.10714285714285714,3
537,20.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,1,3,0,0,15796.42857142857,25139.285714285714,0.42857142857142855,0.5714285714285714,0.0,0.0,0,0,0.07142857142857142,0.17857142857142858,0.39285714285714285,0.32142857142857145,1
538,29.0,1,1,1,0,0,1,0,0,0,0,2,3,2,2,0,0,3,2,5,0,2,3,0,0,23200.0,17735.714285714286,0.6785714285714286,0.32142857142857145,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5,0.21428571428571427,1
539,24.0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28185.714285714286,12750.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.6071428571428571,0.10714285714285714,1
540,22.0,1,3,3,0,0,1,2,0,0,1,4,2,1,6,2,1,7,16,8,5,3,8,1,0,36332.142857142855,4603.571428571428,0.9285714285714286,0.07142857142857142,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.6785714285714286,0.03571428571428571,3
541,21.0,0,2,3,2,2,1,1,1,0,0,4,0,0,0,0,0,1,2,1,0,1,2,0,0,34228.57142857143,6707.142857142857,0.8214285714285714,0.17857142857142858,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.6071428571428571,0.10714285714285714,1
542,27.0,0,3,3,1,1,1,1,0,0,0,2,1,0,5,1,1,1,8,8,1,2,3,0,0,24232.14285714286,16703.571428571428,0.75,0.25,0.0,0.0,0,0,0.21428571428571427,0.03571428571428571,0.5,0.21428571428571427,1
543,20.0,0,1,2,0,1,0,1,0,0,0,1,1,0,1,4,0,0,0,4,0,1,0,0,0,15346.42857142857,25589.285714285714,0.42857142857142855,0.5714285714285714,0.0,0.0,0,0,0.0,0.25,0.42857142857142855,0.2857142857142857,1
544,20.0,1,3,3,0,1,1,2,0,0,0,4,3,1,10,9,0,10,24,12,5,10,9,2,0,36467.857142857145,4467.857142857143,0.8214285714285714,0.17857142857142858,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.6428571428571429,0.07142857142857142,3
545,20.0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,29700.0,11235.714285714286,0.75,0.25,0.0,0.0,0,0,0.14285714285714285,0.10714285714285714,0.5714285714285714,0.14285714285714285,1
546,29.0,0,3,3,0,0,0,0,0,0,0,2,2,3,4,0,4,3,6,14,0,2,4,0,0,24085.714285714286,16850.0,0.6071428571428571,0.39285714285714285,0.0,0.0,0,0,0.0,0.25,0.5714285714285714,0.14285714285714285,3
547,21.0,1,4,1,1,0,1,1,0,0,0,5,1,0,3,8,0,6,12,2,0,2,5,0,0,40157.142857142855,778.5714285714286,0.9285714285714286,0.07142857142857142,0.0,0.0,0,0,0.17857142857142858,0.07142857142857142,0.7142857142857143,0.0,1
