user id,Age,Urbain,"Casual, Urbancool, Streetwear, Kawaii","Chic, Smart, Working Girl","Rock, Gothique","Engagée, Made in France",Fatale,"Bohême, Romantique",Vintage,Inconnu,access_brand,mass_brand,premium_brand,hdg_brand,prestige_brand,luxe_brand,bio_brand,access_mode,mass_market,premium_mode,hdg_mode,prestige_mode,luxe_mode,vintage_mode,eco_responsable_mode,like_price,dislike_price,like_Naturel,dislike_Naturel,like_Synthetique,dislike_Synthetique,like_Ecolabel,dislike_Ecolabel,like_vif,dislike_vif,like_neutre,dislike_neutre,cluster
1070,26.0,0,1,1,0,0,0,0,0,0,0,2,2,4,8,0,0,1,1,0,0,1,1,0,0,15609.94,13735.82,0.36,0.4,0.16,0.16,0.0,0.0,0.12,0.24,0.44,0.34,4
1071,28.0,1,4,3,0,1,1,1,1,0,0,7,2,5,7,8,4,0,0,0,0,0,0,0,0,9237.9,20107.86,0.3,0.46,0.14,0.18,0.0,0.0,0.08,0.28,0.34,0.44,4
1072,24.0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6555.96,22789.8,0.14,0.62,0.04,0.28,0.0,0.0,0.04,0.32,0.14,0.64,4
1073,24.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6653.98,22691.78,0.1,0.66,0.08,0.24,0.0,0.0,0.04,0.32,0.16,0.62,4
1075,24.0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10009.84,19335.92,0.32,0.44,0.16,0.16,0.0,0.0,0.1,0.26,0.38,0.4,4
1076,25.0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,4,0,0,0,0,0,0,7103.84,22241.92,0.22,0.54,0.1,0.22,0.0,0.0,0.08,0.28,0.24,0.54,4
1077,22.0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14143.96,15201.8,0.28,0.48,0.12,0.2,0.0,0.0,0.06,0.3,0.3,0.48,4
1078,17.0,0,3,2,0,0,0,2,1,0,1,4,0,0,3,6,0,10,25,7,2,3,4,0,1,158.0,29187.76,0.0,0.76,0.04,0.28,0.0,0.0,0.04,0.32,0.0,0.78,4
1079,32.0,1,2,0,2,0,1,1,0,0,0,1,1,0,2,1,0,1,3,1,1,0,0,0,0,9527.96,19817.8,0.22,0.54,0.04,0.28,0.0,0.0,0.02,0.34,0.22,0.56,4
1080,23.0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,1,0,1,1,0,0,2873.94,26471.82,0.16,0.6,0.08,0.24,0.0,0.0,0.04,0.32,0.22,0.56,4
